id_1;factor_expansion;EDU_1_4;EDU_5_1;EDU_5_2;EDU_5_3;EDU_5_4;EDU_8_1;EDU_11_1;EDU_12_1;EDU_12_2;EDU_12_3;EDU_12_4;EDU_12_5;EDU_12_6;EDU_12_7;EDU_12_8;EDU_12_9;EDU_12_10;EDU_12_11;EDU_12_12;EDU_12_13;EDU_12_14;EDU_12_15;EDU_12_16;EDU_12_17;EDU_12_18;EDU_12_19;PER_1_1;PER_2_1;EDU_2_1;EDU_7_1
802;8;Otros;Si;Si;No;No;Jornada completa;Otros;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Masculino;45-54 años;Ciencias naturales;El 2012 o después
2201;8;Chile;Si;No;No;No;Jornada completa;Ahorros personales;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Suficiente;Muy buena;Buena;Masculino;55-64 años;Ciencias sociales;Antes del 2012
403;8;Otros;Si;Si;No;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;< 35 años;Ciencias médicas y de la salud;El 2012 o después
1423;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Masculino;35-44 años;Ciencias naturales;El 2012 o después
205;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;35-44 años;Ciencias sociales;El 2012 o después
1372;8;Otros;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Pobre;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy pobre;Masculino;65-69 años;Ciencias naturales;Antes del 2012
904;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Muy pobre;Masculino;< 35 años;Ciencias naturales;El 2012 o después
1532;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Suficiente;Suficiente;Muy buena;Buena;Buena;Buena;Muy buena;Suficiente;Muy buena;Buena;Muy buena;Buena;Suficiente;Suficiente;Pobre;Masculino;45-54 años;Ciencias naturales;Antes del 2012
2161;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Suficiente;Suficiente;Pobre;Masculino;< 35 años;Ciencias naturales;El 2012 o después
934;7;Otros;No;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Pobre;Femenino;35-44 años;Ciencias naturales;El 2012 o después
2291;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Buena;Muy buena;Suficiente;Buena;Pobre;Buena;Buena;Buena;Buena;Suficiente;Masculino;45-54 años;Ciencias naturales;El 2012 o después
819;8;Chile;Si;Si;No;No;Jornada completa;Otros;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Pobre;Masculino;45-54 años;Ciencias naturales;Antes del 2012
2235;8;Otros;Si;No;Si;No;Jornada completa;Ahorros personales;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy pobre;Pobre;Buena;Pobre;Buena;Buena;Masculino;35-44 años;Ciencias sociales;Antes del 2012
242;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio de la entidad empleadora;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Pobre;Muy buena;Buena;Masculino;45-54 años;Ciencias sociales;Antes del 2012
634;7;Otros;Si;Si;Si;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Buena;Pobre;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Suficiente;Buena;Suficiente;Muy buena;Buena;Pobre;Femenino;45-54 años;Ciencias naturales;Antes del 2012
805;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Pobre;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Femenino;< 35 años;Ciencias naturales;El 2012 o después
973;7;Chile;Si;Si;No;No;Jornada completa;Otros;Buena;Suficiente;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Buena;Suficiente;Suficiente;Buena;Suficiente;Femenino;45-54 años;Ingeniería y tecnología;Antes del 2012
2114;7;Otros;Si;Si;Si;No;Jornada parcial;Ahorros personales;Buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Suficiente;Suficiente;Buena;Buena;Buena;Buena;Suficiente;Buena;Buena;Femenino;45-54 años;Ciencias agrícolas y veterinarias;Antes del 2012
1236;7;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Pobre;Pobre;Muy buena;Suficiente;Suficiente;Suficiente;Buena;Buena;Suficiente;Suficiente;Muy buena;Pobre;Muy buena;Buena;Buena;Suficiente;Muy buena;Pobre;Pobre;Femenino;35-44 años;Humanidades;El 2012 o después
1760;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;35-44 años;Ciencias sociales;El 2012 o después
2233;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Suficiente;Muy buena;Buena;Suficiente;Buena;Suficiente;Buena;Suficiente;Masculino;35-44 años;Ciencias naturales;El 2012 o después
1380;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Buena;Suficiente;Buena;Buena;Buena;Pobre;Buena;Buena;Muy buena;Pobre;Muy buena;Pobre;Buena;Suficiente;Muy buena;Suficiente;Buena;Femenino;35-44 años;Ciencias naturales;El 2012 o después
2215;7;Otros;No;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Femenino;35-44 años;Ciencias sociales;El 2012 o después
2361;8;Otros;Si;Si;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Masculino;35-44 años;Ingeniería y tecnología;El 2012 o después
2400;7;Otros;Si;No;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Buena;Suficiente;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Suficiente;Suficiente;Muy buena;Suficiente;Suficiente;Femenino;< 35 años;Ingeniería y tecnología;El 2012 o después
67;8;Otros;Si;Si;Si;No;Jornada completa;Otros;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Masculino;55-64 años;Ciencias sociales;Antes del 2012
1146;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Suficiente;Buena;Muy buena;Muy buena;Suficiente;Pobre;Suficiente;Muy buena;Muy buena;Buena;Buena;Pobre;Muy buena;Muy pobre;Buena;Suficiente;Suficiente;Buena;Pobre;Masculino;< 35 años;Ciencias naturales;El 2012 o después
703;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Masculino;< 35 años;Ciencias agrícolas y veterinarias;El 2012 o después
2063;7;Chile;Si;Si;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Buena;Femenino;55-64 años;Ingeniería y tecnología;Antes del 2012
1190;8;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Buena;Masculino;45-54 años;Humanidades;El 2012 o después
569;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Buena;Suficiente;Buena;Pobre;Muy buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Buena;Muy buena;Buena;Pobre;Suficiente;Pobre;Masculino;35-44 años;Ciencias naturales;El 2012 o después
279;8;Otros;Si;Si;Si;Si;Jornada completa;Beca o subsidio de la entidad empleadora;Buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Buena;Buena;Muy buena;Muy buena;Buena;Masculino;65-69 años;Ciencias naturales;Antes del 2012
393;7;Chile;Si;No;Si;No;Jornada completa;Ahorros personales;Suficiente;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Suficiente;Muy buena;Suficiente;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Suficiente;Buena;Femenino;45-54 años;Humanidades;Antes del 2012
2158;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Masculino;45-54 años;Ciencias sociales;Antes del 2012
590;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Pobre;Muy buena;Buena;Femenino;45-54 años;Ciencias sociales;Antes del 2012
1633;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Masculino;< 35 años;Ciencias naturales;El 2012 o después
1763;7;Chile;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Suficiente;Buena;Buena;Muy buena;Suficiente;Muy buena;Suficiente;Muy buena;Suficiente;Suficiente;Suficiente;Muy buena;Muy buena;Suficiente;Femenino;35-44 años;Humanidades;El 2012 o después
1622;8;Otros;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Masculino;35-44 años;Ciencias naturales;El 2012 o después
1321;7;Chile;Si;Si;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Pobre;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Buena;Buena;Buena;Pobre;Femenino;35-44 años;Ciencias naturales;El 2012 o después
1611;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Masculino;45-54 años;Ciencias naturales;Antes del 2012
442;8;Chile;No;No;No;No;Jornada completa;Ahorros personales;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Masculino;35-44 años;Ciencias sociales;El 2012 o después
506;8;Chile;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Muy pobre;Masculino;35-44 años;Ciencias sociales;El 2012 o después
815;8;Otros;Si;Si;Si;Si;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Masculino;55-64 años;Ingeniería y tecnología;Antes del 2012
2121;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio de la entidad empleadora;Buena;Buena;Muy buena;Muy buena;Pobre;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Suficiente;Muy pobre;Femenino;55-64 años;Ciencias naturales;Antes del 2012
1538;7;Otros;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Buena;Femenino;45-54 años;Ciencias agrícolas y veterinarias;Antes del 2012
1602;8;Chile;Si;Si;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Suficiente;Muy buena;Muy buena;Muy pobre;Muy pobre;Muy buena;Suficiente;Muy buena;Buena;Buena;Muy pobre;Muy buena;Muy pobre;Buena;Suficiente;Pobre;Pobre;Pobre;Masculino;45-54 años;Ciencias naturales;Antes del 2012
1751;7;Otros;No;Si;Si;Si;Jornada parcial;Apoyo del cónyuge, de la pareja o familia;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Femenino;55-64 años;Ingeniería y tecnología;Antes del 2012
1614;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Pobre;Masculino;35-44 años;Humanidades;El 2012 o después
1639;8;Otros;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Suficiente;Buena;Suficiente;Masculino;55-64 años;Ciencias naturales;Antes del 2012
77;7;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Suficiente;Muy pobre;Suficiente;Buena;Buena;Buena;Buena;Buena;Pobre;Suficiente;Buena;Buena;Buena;Buena;Buena;Suficiente;Pobre;Suficiente;Pobre;Femenino;55-64 años;Humanidades;Antes del 2012
2417;8;Otros;Si;Si;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Suficiente;Suficiente;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Masculino;35-44 años;Ingeniería y tecnología;Antes del 2012
1897;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Suficiente;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Suficiente;Suficiente;Pobre;Masculino;35-44 años;Ciencias naturales;El 2012 o después
1401;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Buena;Buena;Suficiente;Muy buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Buena;Muy buena;Buena;Suficiente;Suficiente;Pobre;Masculino;35-44 años;Ciencias naturales;El 2012 o después
370;7;Chile;Si;Si;Si;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Suficiente;Buena;Muy buena;Suficiente;Buena;Suficiente;Suficiente;Pobre;Femenino;55-64 años;Ingeniería y tecnología;El 2012 o después
253;8;Otros;No;No;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Masculino;55-64 años;Ingeniería y tecnología;Antes del 2012
221;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio de la entidad empleadora;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Pobre;Femenino;55-64 años;Ciencias sociales;Antes del 2012
1926;8;Otros;Si;Si;Si;Si;Jornada completa;Ahorros personales;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Masculino;45-54 años;Ciencias sociales;Antes del 2012
1608;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Muy pobre;Masculino;55-64 años;Humanidades;Antes del 2012
1433;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Buena;Masculino;35-44 años;Ciencias naturales;El 2012 o después
283;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Suficiente;Pobre;Muy buena;Muy buena;Suficiente;Muy pobre;Muy buena;Buena;Suficiente;Buena;Muy buena;Muy buena;Muy buena;Pobre;Muy buena;Muy buena;Suficiente;Muy buena;Muy pobre;Femenino;35-44 años;Ciencias sociales;El 2012 o después
2029;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Pobre;Femenino;35-44 años;Ciencias sociales;El 2012 o después
2420;8;Chile;Si;No;No;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Pobre;Muy pobre;Pobre;Muy pobre;Muy pobre;Muy pobre;Suficiente;Muy pobre;Muy pobre;Muy pobre;Muy pobre;Pobre;Muy pobre;Muy pobre;Muy pobre;Muy pobre;Buena;Muy pobre;Muy pobre;Masculino;< 35 años;Humanidades;El 2012 o después
314;7;Chile;Si;No;Si;No;Jornada parcial;Ahorros personales;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Pobre;Buena;Buena;Femenino;65-69 años;Humanidades;Antes del 2012
243;7;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Suficiente;Muy buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Suficiente;Muy buena;Buena;Muy buena;Buena;Suficiente;Buena;Suficiente;Femenino;45-54 años;Ciencias sociales;El 2012 o después
778;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Suficiente;Muy pobre;Masculino;45-54 años;Ciencias médicas y de la salud;Antes del 2012
723;8;Chile;Si;No;Si;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Suficiente;Buena;Suficiente;Muy buena;Buena;Buena;Buena;Buena;Suficiente;Buena;Muy buena;Buena;Suficiente;Buena;Muy buena;Buena;Muy pobre;Buena;Buena;Masculino;35-44 años;Ciencias sociales;El 2012 o después
552;7;Chile;Si;No;No;No;Jornada parcial;Ingresos por otro tipo de trabajo distinto a docente o de investigación;Suficiente;Pobre;Muy buena;Muy buena;Suficiente;Pobre;Suficiente;Pobre;Suficiente;Pobre;Buena;Pobre;Muy buena;Pobre;Pobre;Suficiente;Pobre;Muy pobre;Muy pobre;Femenino;55-64 años;Ciencias sociales;Antes del 2012
430;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Suficiente;Muy buena;Buena;Pobre;Masculino;35-44 años;Ciencias naturales;Antes del 2012
2376;8;Otros;Si;No;Si;No;Jornada parcial;Apoyo del cónyuge, de la pareja o familia;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Muy buena;Suficiente;Buena;Muy pobre;Masculino;55-64 años;Ciencias sociales;Antes del 2012
607;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Masculino;35-44 años;Ciencias naturales;El 2012 o después
2261;8;Chile;Si;Si;No;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Pobre;Suficiente;Muy pobre;Muy buena;Muy buena;Pobre;Muy buena;Muy buena;Pobre;Muy buena;Muy pobre;Muy buena;Suficiente;Muy buena;Buena;Muy pobre;Masculino;< 35 años;Ciencias naturales;El 2012 o después
1971;8;Chile;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Suficiente;Buena;Pobre;Muy buena;Buena;Suficiente;Buena;Muy buena;Pobre;Muy buena;Suficiente;Suficiente;Suficiente;Buena;Muy pobre;Muy pobre;Masculino;35-44 años;Ingeniería y tecnología;El 2012 o después
264;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Masculino;< 35 años;Ingeniería y tecnología;El 2012 o después
436;7;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Pobre;Suficiente;Muy buena;Buena;Suficiente;Buena;Suficiente;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Suficiente;Suficiente;Buena;Buena;Pobre;Femenino;35-44 años;Ciencias sociales;Antes del 2012
1704;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Masculino;35-44 años;Ciencias naturales;Antes del 2012
1672;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Suficiente;Muy buena;Pobre;Muy pobre;Buena;Pobre;Buena;Buena;Muy buena;Suficiente;Buena;Buena;Suficiente;Buena;Buena;Buena;Suficiente;Masculino;45-54 años;Ciencias naturales;Antes del 2012
1999;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Buena;Buena;Buena;Buena;Suficiente;Suficiente;Masculino;45-54 años;Ingeniería y tecnología;Antes del 2012
